,CountryOther,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,SeriousCritical,TotCases-1Mpop,Deaths-1M pop,TotalTests,Tests-1M pop
38,CaymanIslands,61,0,1,0,7,53,3,928,15,702,10681
39,Chad,33,0,0,0,8,25,0,2,0,0,0
40,ChannelIslands,488,0,24,3,73,391,0,2807,138,3320,19095
41,Chile,10507,419,139,6,4676,5692,377,550,7,118827,6216
42,China,82747,12,4632,0,77084,1031,81,57,3,0,0
43,Colombia,3792,0,179,0,711,2902,98,75,4,62746,1233
44,Congo,160,17,6,0,16,138,0,29,1,0,0
45,CostaRica,662,2,6,1,124,532,8,130,1,10879,2136
46,Croatia,1881,10,47,0,771,1063,18,458,11,26610,6482
47,Cuba,1087,52,36,2,285,766,9,96,3,28598,2525
48,Curaçao,14,0,1,0,11,2,0,85,6,286,1743
49,Cyprus,772,5,12,0,81,679,15,639,10,34087,28233
50,Czechia,6838,92,194,8,1559,5085,84,639,18,172123,16073
51,DRC,332,5,25,0,27,280,0,4,0.3,0,0
52,Denmark,7515,131,364,9,4312,2839,84,1297,63,96244,16616
53,DiamondPrincess,712,0,13,0,644,55,7,0,0,0,0
54,Djibouti,846,0,2,0,102,742,0,856,2,8144,8243
55,Dominica,16,0,0,0,8,8,0,222,0,345,4793
56,DominicanRepublic,4964,284,235,9,416,4313,128,458,22,57809,5329
57,Ecuador,10128,660,507,33,1150,8471,124,574,29,32453,1839
58,Egypt,3333,189,250,11,821,2262,0,33,2,55000,537
59,ElSalvador,218,17,7,0,46,165,2,34,1,12210,1882
60,EquatorialGuinea,79,0,0,0,7,72,0,56,0,854,609
61,Eritrea,39,0,0,0,3,36,0,11,0,0,0
62,Estonia,1535,7,40,0,165,1330,9,1157,30,40930,30855
63,Eswatini,24,2,1,0,8,15,0,21,0.9,714,615
64,Ethiopia,111,3,3,0,16,92,1,1.0,0.03,7953,69
65,FaeroeIslands,185,0,0,0,176,9,0,3786,0,6021,123222
66,FalklandIslands,11,0,0,0,3,8,0,3161,0,319,91667
67,Fiji,18,1,0,0,3,15,0,20,0,0,0
68,Finland,3868,85,98,4,2000,1770,67,698,18,59200,10685
69,France,155383,2489,20265,547,37409,97709,5683,2380,310,463662,7103
70,FrenchGuiana,97,1,1,1,69,27,2,325,3,0,0
71,FrenchPolynesia,55,0,0,0,2,53,1,196,0,1302,4635
72,Gabon,109,0,1,0,7,101,0,49,0.4,572,257
73,Gambia,10,0,1,0,2,7,0,4,0.4,316,131
74,Georgia,402,8,4,0,95,303,6,101,1,7611,1908
75,Germany,146653,911,4706,64,91500,50447,2889,1750,56,1728357,20629
76,Ghana,1042,0,9,0,99,934,4,34,0.3,68591,2207
77,Gibraltar,132,0,0,0,120,12,1,3918,0,1912,56751
78,Greece,2245,10,116,3,269,1860,61,215,11,54344,5214
79,Greenland,11,0,0,0,11,0,0,194,0,1043,18372
80,Grenada,14,0,0,0,6,8,4,124,0,92,818
81,Guadeloupe,148,0,8,0,73,67,13,370,20,0,0
82,Guatemala,289,32,7,0,21,261,3,16,0.4,7200,402
83,Guinea,579,0,5,0,87,487,0,44,0.4,0,0
84,Guinea-Bissau,50,0,0,0,3,47,0,25,0,1500,762
85,Guyana,65,0,7,0,9,49,4,83,9,322,409
86,Haiti,47,0,3,0,0,44,0,4,0.3,498,44
87,Honduras,477,5,46,0,25,406,10,48,5,2535,256
88,HongKong,1026,0,4,0,630,392,8,137,0.5,131786,17579
89,Hungary,1984,68,199,10,267,1518,60,205,21,48057,4975
90,Iceland,1773,2,10,1,1362,401,4,5196,29,43143,126429
91,India,18539,924,592,33,3273,14674,0,13,0.4,401586,291
92,Indonesia,6760,185,590,8,747,5423,0,25,2,43749,160
93,Iran,83505,1294,5209,91,59273,19023,3389,994,62,353012,4203
94,Iraq,1574,35,82,0,1043,449,0,39,2,59055,1468
95,Ireland,15652,401,687,77,77,14888,294,3170,139,90646,18358
96,IsleofMan,300,2,9,3,200,91,15,3528,106,2509,29506
97,Israel,13713,222,177,5,4049,9487,149,1584,20,240303,27763
98,Italy,181228,2256,24114,454,48877,108237,2573,2997,399,1398024,23122
99,IvoryCoast,847,0,9,0,260,578,0,32,0.3,0,0
100,Jamaica,196,23,5,0,27,164,0,66,2,1809,611
101,Japan,10797,0,236,0,1159,9402,217,85,2,112816,892
102,Jordan,425,8,7,0,282,136,5,42,0.7,29000,2842
103,Kazakhstan,1852,176,19,2,447,1386,22,99,1,117949,6282
104,Kenya,281,11,14,0,69,198,2,5,0.3,13872,258
105,Kuwait,1995,80,9,2,367,1619,39,467,2,0,0
106,Kyrgyzstan,568,14,7,2,201,360,5,87,1,26147,4008
107,Laos,19,0,0,0,2,17,0,3,0,1349,185
108,Latvia,739,12,5,0,88,646,5,392,3,36668,19440
109,Lebanon,677,4,21,0,103,553,27,99,3,20929,3066
110,Liberia,99,8,8,0,7,84,0,20,2,0,0
111,Libya,51,0,1,0,11,39,0,7,0.1,725,106
112,Liechtenstein,81,0,1,0,55,25,0,2124,26,900,23605
113,Lithuania,1326,28,37,2,242,1047,17,487,14,66352,24374
114,Luxembourg,3558,8,75,2,637,2846,32,5684,120,33798,53992
115,MSZaandam,9,0,2,0,0,7,0,0,0,0,0
116,Macao,45,0,0,0,22,23,1,69,0,0,0
117,Madagascar,121,0,0,0,41,80,1,4,0,2357,85
118,Malawi,17,0,2,0,3,12,1,0.9,0.1,429,22
119,Malaysia,5425,36,89,0,3295,2041,45,168,3,108216,3344
120,Maldives,69,17,0,0,16,53,1,128,0,4139,7657
121,Mali,224,0,14,0,42,168,0,11,0.7,0,0
122,Malta,431,4,3,0,126,302,2,976,7,24919,56436
123,Martinique,163,0,12,0,73,78,11,434,32,0,0
124,Mauritania,7,0,1,0,6,0,0,2,0.2,913,196
125,Mauritius,328,0,9,0,224,95,3,258,7,9755,7670
126,Mayotte,271,0,4,0,117,150,5,993,15,1850,6781
127,Mexico,8261,764,686,36,2627,4948,207,64,5,49570,384
128,Moldova,2548,76,70,3,457,2021,212,632,17,11763,2916
129,Monaco,94,0,3,0,22,69,3,2395,76,0,0
130,Mongolia,33,1,0,0,7,26,0,10,0,1554,474
131,Montenegro,312,4,5,0,88,219,7,497,8,3874,6168
132,Montserrat,11,0,0,0,2,9,1,2204,0,36,7212
133,Morocco,3046,191,143,2,350,2553,1,83,4,16386,444
134,Mozambique,39,0,0,0,8,31,0,1,0,1037,33
135,Myanmar,117,6,5,0,7,105,0,2,0.09,4786,88
136,Namibia,16,0,0,0,6,10,0,6,0,524,206
137,Nepal,31,0,0,0,4,27,0,1,0,29567,1015
138,Netherlands,33405,750,3751,67,250,29404,1158,1950,219,171415,10004
139,NewCaledonia,18,0,0,0,15,3,1,63,0,3399,11906
140,NewZealand,1440,9,12,0,974,454,2,299,2,86305,17897
141,Nicaragua,10,0,2,0,6,2,0,2,0.3,0,0
142,Niger,648,0,20,0,117,511,0,27,0.8,4715,195
143,Nigeria,627,0,21,0,170,436,2,3,0.1,7153,35
144,NorthMacedonia,1225,18,54,3,200,971,9,588,26,11870,5697
145,Norway,7127,49,181,16,32,6914,58,1315,33,143255,26425
146,Oman,1410,144,7,0,238,1165,3,276,1,0,0
147,Pakistan,8418,70,176,8,1970,6272,46,38,0.8,104302,472
148,Palestine,449,10,3,0,71,375,0,88,0.6,17329,3397
149,Panama,4467,194,126,6,165,4176,98,1035,29,19091,4425
150,PapuaNewGuinea,7,0,0,0,0,7,0,0.8,0,167,19
151,Paraguay,208,2,8,0,46,154,1,29,1,4950,694
152,Peru,16325,697,445,45,6968,8912,385,495,13,148011,4489
153,Philippines,6459,200,428,19,613,5418,1,59,4,59928,547
154,Poland,9593,306,380,20,1133,8080,160,253,10,214236,5661
155,Portugal,20863,657,735,21,610,19518,215,2046,72,235878,23133
156,Qatar,6015,567,9,1,555,5451,37,2088,3,64620,22429
157,Romania,8936,190,478,27,2017,6441,261,465,25,98491,5120
158,Russia,47121,4268,405,44,3446,43270,700,323,3,2053319,14070
159,Rwanda,147,0,0,0,76,71,0,11,0,6959,537
160,Réunion,408,0,0,0,237,171,4,456,0,0,0
161,S.Korea,10674,13,236,2,8114,2324,55,208,5,563035,10982
162,SaintKittsandNevis,15,1,0,0,0,15,0,282,0,247,4643
163,SaintLucia,15,0,0,0,13,2,0,82,0,344,1873
164,SaintMartin,37,0,2,0,19,16,5,957,52,0,0
165,SaintPierreMiquelon,1,0,0,0,0,1,0,173,0,0,0
166,SanMarino,462,1,39,0,61,362,4,13616,1149,1726,50868
167,SaoTomeandPrincipe,4,0,0,0,0,4,0,18,0,19,87
168,SaudiArabia,10484,1122,103,6,1490,8891,88,301,3,180000,5170
169,Senegal,377,10,5,2,235,137,1,23,0.3,0,0
170,Serbia,6630,312,125,3,870,5635,108,759,14,41812,4785
171,Seychelles,11,0,0,0,5,6,0,112,0,0,0
172,SierraLeone,43,8,0,0,6,37,0,5,0,0,0
173,Singapore,8014,1426,11,0,801,7202,23,1370,2,94796,16203
174,SintMaarten,67,0,10,0,12,45,6,1563,233,163,3802
175,Slovakia,1173,12,13,1,251,909,8,215,2,46734,8560
176,Slovenia,1335,5,77,3,193,1065,26,642,37,41802,20107
177,Somalia,164,0,7,0,3,154,2,10,0.4,0,0
178,SouthAfrica,3300,142,58,4,1055,2187,36,56,1.0,121510,2049
179,SouthSudan,4,0,0,0,0,4,0,0.4,0,0,0
180,Spain,200210,1536,20852,399,80587,98771,7371,4282,446,930230,19896
181,SriLanka,304,33,7,0,98,199,1,14,0.3,6463,302
182,St.Barth,6,0,0,0,5,1,0,607,0,0,0
183,St.VincentGrenadines,12,0,0,0,1,11,0,108,0,87,784
184,Sudan,92,26,12,2,8,72,0,2,0.3,0,0
185,Suriname,10,0,1,0,6,3,0,17,2,0,0
186,Sweden,14777,392,1580,40,550,12647,521,1463,156,74600,7387
187,Switzerland,27944,204,1429,36,18600,7915,386,3229,165,224442,25933
188,Syria,39,0,3,0,5,31,0,2,0.2,0,0
189,Taiwan,422,2,6,0,203,213,0,18,0.3,53632,2252
190,Tanzania,254,84,10,3,11,233,4,4,0.2,0,0
191,Thailand,2792,27,47,0,1999,746,61,40,0.7,142589,2043
192,Timor-Leste,22,3,0,0,1,21,0,17,0,0,0
193,Togo,84,0,6,1,53,25,0,10,0.7,4381,529
194,TrinidadandTobago,114,0,8,0,21,85,0,81,6,1335,954
195,Tunisia,884,5,38,0,148,698,34,75,3,17287,1463
196,Turkey,90980,4674,2140,123,13430,75410,1909,1079,25,673980,7991
197,TurksandCaicos,11,0,1,0,0,10,0,284,26,83,2144
198,UAE,7265,484,43,2,1360,5862,1,735,4,767000,77550
199,UK,124743,4676,16509,449,0,107890,1559,1838,243,501379,7386
200,Uganda,55,0,0,0,38,17,0,1,0,12565,275
201,Ukraine,5710,261,151,10,359,5200,45,131,3,58093,1328
202,Uruguay,528,11,10,0,298,220,13,152,3,13207,3802
203,Uzbekistan,1627,62,5,0,261,1361,8,49,0.1,136000,4063
204,VaticanCity,8,0,0,0,2,6,0,9988,0,0,0
205,Venezuela,256,0,9,0,117,130,4,9,0.3,336169,11822
206,Vietnam,268,0,0,0,214,54,8,3,0,206253,2119
207,WesternSahara,6,0,0,0,0,6,0,10,0,0,0
208,Yemen,1,0,0,0,0,1,0,0.03,0,0,0
209,Zambia,65,4,3,0,35,27,1,4,0.2,2586,141
210,Zimbabwe,25,0,3,0,2,20,0,2,0.2,2851,192
